author,published,title,text,language,site_url,main_img_url,type,label,title_without_stopwords,text_without_stopwords,hasImage
No Author,2016-10-26T19:36:00.000+03:00,as millions face obamacare hikes plans architect smiles for the camera,when you say the server obama didnt know exactly which serial number was associated with this piece of hardware so you can say it was factual that obama himself denied any knowledge of the server he did not have knowledge of the color of the ribbon cable between the hard drive he did not know how much memory was associated with it all he knew was something about the tax payers didnt have to cover the cost of the machine for this he was glad,english,westernjournalism.com,http://static.westernjournalism.com/wp-content/uploads/2016/10/trump-biden.jpg,bias,Real,trump dedicates dc hotel future lies dreamers,wonder josh job lie media american one sleep night kind responability,1
David Stockman,2016-10-27T23:17:33.552+03:00,chart of the day what escape velocity core capex orders down  straight months  out of last,"pomegranate pistachio pancakes 
a glutenfree pancake stack that can pass off as dessert yes please 
these pomegranate pistachio pancakes contain no added sugar or grains  all you need is a banana and two eggs for a sweet and perfectly moist pancake 
while you can top them with whatever you like this pomegranate and pistachio version is great for fall they add a pop of color crunch and flavor  perfect for sunday brunch or whenever youre in the mood for a stack 
pomegranate pistachio pancakes 
 tsp almond or vanilla extract optional  tsp baking powder optional for fluffier pancakes  large eggs  tbsp unrefined coconut oil or other oil ½ cup pomegranate arils  tbsp chopped pistachios 
instructions peel the banana and break it into  parts in a bowl use a fork to mash it thoroughly into a pudding like consistency add the extract and baking powder if using in another bowl whisk the eggs together then pour the eggs into the banana bowl and mix well until thoroughly combined it will be a very liquidlike consistency heat a skillet or griddle over medium heat add a few teaspoons of coconut oil use about  tablespoons of batter per pancake cook for about  minute sprinkle with a few pomegranate seeds before flipping and cooking an additional minute on the other side transfer the cooked pancakes to a plate and stack them high top with additional pomegranate pistachios and maple syrup 

get the printable recipe here  
author maria marlowe is an integrative nutrition health coach who helps people lose weight or clear up their acne by switching to a real food diet she posts healthy recipes and meal plans at mariamarlowecom  she has been featured in vogue the new york times nbc well  good and more 
download her free day real food challenge meal plan  or follow her on instagram maria_marlowe and facebook for more healthy recipes get free ecourse here exclusive newsletter video deals content and video updates get instant access",english,davidstockmanscontracorner.com,http://static4.businessinsider.com/image/5810c16b362ca473028b4df9-1200/obamacare-premium-increases.png,junksci,Fake,geniuses schizophrenics pass question quiz david avocado wolfe davidwolfecom,posted october michael depinto anyone heard yet chance learn details undercover operation produced james okeefe project veritas inner workings democrat party youre luck written two different posts covering subject different angles third covering hillarys response post include least undercover recordings released far james okeefe year okeefe risked life going deep undercover democrat partys factory corruption week everyone laughed trump calling election rigged okeefe began releasing portions shocking video took undercover videos highest ranking members dnc make jawdropping admissions guilt youve ever heard lives least call hillarys campaign every day go areas need focus first post wrote titled george soros master blueprint conquer west gets caught camera go detail money funding illegal operations caught film comes hillary clinton largest donor none george soros one high ranking democratic operative explains happens money comes upon receipt campaign hillary clinton campaign pays dnc dnc pays democracy partners democracy partners pays foval group foval group goes executes sh ground wow questioned legality response doesnt matter friggin legal ethics people say need win motherfker thats beginning evidence gets infinitely worse second post wrote titled video guarantees trump win even hillarys fraud machine present honest look candidates operate post contains released undercover footage far learn exactly prescribing assure nothing prepare james managed catch film youll sick contrast criminal enterprise hillary running montage videos taken year span donald trump clips spanning years trump asked potentially running presidency day answers years old spontaneous unlike scripted know totally false statements consistently get hillary painfully obvious answers trump gives genuine heart love hate good luck arguing trump isnt authentic video get good look would oval office caricature team hillary tried hard create hand team hillarys behavior utterly indefensible knows runs like hell video second reporters begin ask recordings theres nowhere run though hillary staff lot answer much criminal nature go figure article posted permission last great stand michael depinto member fast growing unsilent american majority sick insanity going country right accused vitriolic bombastic sarcastic extreme probably worse behind back michael sick branded right wingextremist racist homophobe warmonger whatever asinine adjectives liberal progressives words common sense days michael also blogger last great stand attorney dont forget follow dc clothesline facebook twitter please help spread word sharing articles favorite social networks share,1
Henry Wolff,2016-10-29T04:39:06.431+03:00,go back to where you claim home kansas lawmaker tells protester,"ers fans care more about victories than kaepernick elliott almond mercury news october   
colin kaepernicks first home start in a year didnt stop the pessimism that has left redjerseyed ers patrons in a football funk 
thousands of empty red seats at levis stadium underscored san franciscos freefall that continued unabated sunday in a  defeat to the tampa bay buccaneers 
few were thinking about kaepernicks seasonlong activism in which he again kneeled during the national anthem to protest oppression against minorities these days fans just want to see their team win a game after six consecutive defeats 
snip 
after leading the ers to a promising  firstquarter lead kaepernick and the offense sputtered he completed just  of  passes for  yards with one touchdown and one interception 
kaepernicks scramblinghe led the team with  rushing yards on nine carriesand occasional flashes of accurate downfield passing werent enough even with the ers firmly in the game midway through the fourth quarter 
snip 
kaepernick donned a tshirt sunday paying tribute to the black panther party an oakland activist group that celebrated its th anniversary this weekend the quarterback said the shirt was a gift from his girlfriend mtv host nessa diab 
last week he wore a shirt with muhammad alis face before the game at buffalo 
kaepernicks protest against police shootings of unarmed african americans has been divisive because some say it is disrespectful to veterans a recent survey by yahoo sports and yougov found that a decline in nfl ratings partially is attributed to the quarterbacks action 
i dont know much about ratings and how they are affected he said in a postgame interview but i dont understand why ratings would go down fighting for justice for people to try to stop oppression especially in the league that is predominately black 
snip",english,amren.com,http://www.amren.com/wp-content/uploads/2014/03/AmRen.jpg,bs,Fake,go back claim home kansas lawmaker tells protester,ers fans care victories kaepernick elliott almond mercury news october colin kaepernicks first home start year didnt stop pessimism left redjerseyed ers patrons football funk thousands empty red seats levis stadium underscored san franciscos freefall continued unabated sunday defeat tampa bay buccaneers thinking kaepernicks seasonlong activism kneeled national anthem protest oppression minorities days fans want see team win game six consecutive defeats snip leading ers promising firstquarter lead kaepernick offense sputtered completed passes yards one touchdown one interception kaepernicks scramblinghe led team rushing yards nine carriesand occasional flashes accurate downfield passing werent enough even ers firmly game midway fourth quarter snip kaepernick donned tshirt sunday paying tribute black panther party oakland activist group celebrated th anniversary weekend quarterback said shirt gift girlfriend mtv host nessa diab last week wore shirt muhammad alis face game buffalo kaepernicks protest police shootings unarmed african americans divisive say disrespectful veterans recent survey yahoo sports yougov found decline nfl ratings partially attributed quarterbacks action dont know much ratings affected said postgame interview dont understand ratings would go fighting justice people try stop oppression especially league predominately black snip,1
Dr. Patrick Slattery,2016-11-03T21:10:52.270+02:00,dr david duke and prof kevin macdonald on dukes overwhelming victory in the debate,"david duke launches  new powerful tv spots across louisiana november   at  am 
thanks to all those who are donating these closing downs for our latest important ad buys for the campaign thanks to those who have contributed and those will do so now in the closing days of the election",english,davidduke.com,https://s0.wp.com/i/blank.jpg,hate,Real,dr david duke prof kevin macdonald dukes overwhelming victory debate,david duke launches new powerful tv spots across louisiana november thanks donating closing downs latest important ad buys campaign thanks contributed closing days election,1
Fed Up,2016-11-01T21:56:00.000+02:00,fantastic trumps  point plan to reform healthcare begins with a bombshell  percentfedupcom,"email healthcare reform to make america great again 
since march of  the american people have had to suffer under the incredible economic burden of the affordable care actobamacare this legislation passed by totally partisan votes in the house and senate and signed into law by the most divisive and partisan president in american history has tragically but predictably resulted in runaway costs websites that dont work greater rationing of care higher premiums less competition and fewer choices obamacare has raised the economic uncertainty of every single person residing in this country as it appears obamacare is certain to collapse of its own weight the damage done by the democrats and president obama and abetted by the supreme court will be difficult to repair unless the next president and a republican congress lead the effort to bring muchneeded free market reforms to the healthcare industry 
congress must act our elected representatives in the house and senate must 
 completely repeal obamacare our elected representatives must eliminate the individual mandate no person should be required to buy insurance unless he or she wants to 
 modify existing law that inhibits the sale of health insurance across state lines as long as the plan purchased complies with state requirements any vendor ought to be able to offer insurance in any state by allowing full competition in this market insurance costs will go down and consumer satisfaction will go up 
 allow individuals to fully deduct health insurance premium payments from their tax returns under the current tax system businesses are allowed to take these deductions so why wouldnt congress allow individuals the same exemptions as we allow the free market to provide insurance coverage opportunities to companies and individuals we must also make sure that no one slips through the cracks simply because they cannot afford insurance we must review basic options for medicaid and work with states to ensure that those who want healthcare coverage can have it trending on  fed up",english,100percentfedup.com,http://100percentfedup.com/wp-content/uploads/2016/11/obamacare-sites-404-970x0.jpg,bias,Real,fantastic trumps point plan reform healthcare begins bombshell percentfedupcom,email healthcare reform make america great since march american people suffer incredible economic burden affordable care actobamacare legislation passed totally partisan votes house senate signed law divisive partisan president american history tragically predictably resulted runaway costs websites dont work greater rationing care higher premiums less competition fewer choices obamacare raised economic uncertainty every single person residing country appears obamacare certain collapse weight damage done democrats president obama abetted supreme court difficult repair unless next president republican congress lead effort bring muchneeded free market reforms healthcare industry congress must act elected representatives house senate must completely repeal obamacare elected representatives must eliminate individual mandate person required buy insurance unless wants modify existing law inhibits sale health insurance across state lines long plan purchased complies state requirements vendor ought able offer insurance state allowing full competition market insurance costs go consumer satisfaction go allow individuals fully deduct health insurance premium payments tax returns current tax system businesses allowed take deductions wouldnt congress allow individuals exemptions allow free market provide insurance coverage opportunities companies individuals must also make sure one slips cracks simply cannot afford insurance must review basic options medicaid work states ensure want healthcare coverage trending fed,1
Dr. Patrick Slattery,2016-10-27T19:24:28.633+03:00,clintons nofly zone over syria will lead to war with russia warning of jcs chairman general dunford,"dr david duke  farren shoaf  countdown  days left to trumps presidency and the critical first primary to send dr duke to the us senate october   at  am 
dr david duke  farren shoaf  countdown  days left to trumps presidency and the critical first primary to send dr duke to the us senate 
today dr duke had radio talk show host farren shoaf as his guest for the hour they went into the various criminal aspects of the revelations about hillary clinton in addition to the outrages of hillarys support for isis via massive weapons shipments to saudi arabia mr shoaf pointed out that the media failing use the words obstruction of justice which was actually the crime that forced richard nixon from the white house 
mr shoaf also raised the fact that never before has there been a major party candidate for president whose criminality was so obvious before the election yet more than  of voters appear ready to put her in the oval office 
this is a great show please share it widely 
our show is aired live at  am replayed at et pm eastern and am eastern 
click on image to donate 
and please spread this message to others",english,davidduke.com,https://s0.wp.com/i/blank.jpg,hate,Real,clintons nofly zone syria lead war russia warning jcs chairman general dunford,dr david duke farren shoaf countdown days left trumps presidency critical first primary send dr duke us senate october dr david duke farren shoaf countdown days left trumps presidency critical first primary send dr duke us senate today dr duke radio talk show host farren shoaf guest hour went various criminal aspects revelations hillary clinton addition outrages hillarys support isis via massive weapons shipments saudi arabia mr shoaf pointed media failing use words obstruction justice actually crime forced richard nixon white house mr shoaf also raised fact never major party candidate president whose criminality obvious election yet voters appear ready put oval office great show please share widely show aired live replayed et pm eastern eastern click image donate please spread message others,1
Prissy Holly,2016-10-26T21:21:57.313+03:00,leaked hillary would completely ban the most popular guns in america,"surgeons admit that mammography is outdated and harmful to women 
friday october   by ethan a huff staff writer tags breast cancer  mammography  harming women naturalnews every year millions of women flock to their doctors to get their annual mammograms a breast cancer screening procedure that involves pressing a womans breasts between two metal platforms to scope out tumors but surgeons everywhere are starting to question the controversial practice  which studies show isnt even an effective screening tool and is actually harmful to the bodies of women who receive itthe public is told that mammograms are the only way to catch breast cancer early but a review of eight scientific trials evaluating the procedure found that mammography is neither effective nor safe after looking at data on more than  women between the ages of  and  who underwent the procedure on a routine basis researchers found that many women are misdiagnosed many of these same women are consequently mistreated with chemotherapy  resulting in their rapid demiseas published in the cochrane database of systematic reviews  the review concluded that mammography causes more harm than good  because many more women end up being misdiagnosed and mistreated than those actually avoiding the development of terminal breast cancer thus the procedure known as mammography is an outdated scourge that belongs in the history books of failed medical treatments and not at the forefront of womens medicineif we assume that screening reduces breast cancer mortality by  and that overdiagnosis and overtreatment is at  it means that for every  women invited for screening throughout  years one will avoid dying of breast cancer and  healthy women  who would not have been diagnosed if there had not been screening will be treated unnecessarily the authors concluded group of top medical experts admits mammography does more harm than good one year after this review was published a second one published in the new england journal of medicine nejm came to a similar conclusion a team of medical professionals that included a medical ethicist a clinical epidemiologist a pharmacologist an oncologic surgeon a nurse scientist a lawyer and a health economist decided that the medical industrys claims about the benefits of mammography are essentially bunkthey found that for every  women screened in the us over a year annual screening period beginning at age  one breast cancer death would be prevented while a shocking  to  women would have a false positive while  to  would undergo an unnecessary biopsy between three and  of these women the study found would also be overdiagnosed for a nonmalignant form of cancer that never even would have become clinically apparentthis study out of switzerland corroborates another out of canada  the  canadian national breast screening study  which concluded in lockstep with the others that mammography screenings do not reduce mortality rates from breast cancer any better than a simple physical examination in other words the procedure is completely unnecessary and in many cases exceptionally harmful and on and on the list goes with data out of norway and elsewhere confirming that mammography isnt all that its cracked up to be us data spanning the course of nearly  years shows that more women are over or misdiagnosed with breast cancer because of mammograms than are successfully earlydiagnosed with breast cancer in such a way as to protect against metastasization this represents an exceptionally poor track record that calls into question why mammography continues to be used when it clearly doesnt worki believe that if you did have a tumor the last thing you would want to do is crush that tumor between two plates because that would spread it says general practitioner dr sarah mybill as quoted in the documentary film the promise  sources for this article include",english,naturalnews.com,http://www.naturalnews.com/gallery/640/Women/Asian-Woman-Tattoos-Smoking-Haircut.jpg,junksci,Fake,babies obese mothers high risk brain damage stroke heart attack asthma,superbugs big pharma blame coming death people annually sunday october ethan huff staff writer tags superbugs antibiotics abuse big pharma naturalnews new guidelines set forth us food drug administration fda curb antibiotic overuse abuse factory farms slowly come effect drug industry apparently setting greedy sights elsewhere towards countries restrictions antibiotic use looser simply anything goeslivestock single biggest consumers antibiotic drugs us choice course farmers long sold bill goods big pharma comes using bulk cattle quickly get market fast possible common practice generates lot money shortterm whole lot problems longtermthe use antibiotics farms arguably biggest contributor antibiotic resistance among humans drugs used treat deadly bugs longer result emergence socalled superbugs capable outsmarting even potent antibiotics phenomenon thats killing people hundreds thousandssome latest reports indicate superbug epidemic claiming lives people annually around world nothing done stop drug industry continuing poison well speak number expected balloon fold million lives lost year according world health organization countries world sort formidable plan place address antibiotic resistance even us somewhat taking lead voluntary fda suggestions matter none stop drug companies preying developing world yet enact sort restrictions antibiotic usetheyre international companies gail hansen veterinarian consultant works drug companies governments nonprofit organizations told bloomberg happens us certainly make difference market antibiotic resistance kills times people opiate overdoses become common practice factory animal rearers exploit antibiotics way fatten stocks quickly supposedly keep healthy use drugs purposes disastrous public health comparatively speaking people die opiate overdoses globally translates times people dying superbugs deadly pharmaceuticals marketantibiotics also overused realm human medicine onethird prescriptions according us centers disease control prevention cdc pew charitable trusts completely unnecessary translates roughly million prescriptions arent even helpful either patients viral infection dont infection allthe way anything going change big pharma barred selling antibiotics farmers whose desire rush animals market maximum profits doctors must also reigned stopped indiscriminately handing antibiotics whenever patients feel kind ailment measures must global reachif biggest responsible parties namely companies making products still selling antibiotics countries underscores change happens across entire world david wallinga senior health official physician natural resources defense council nrdc told bloomberg companies bear big responsibility approach sources article include,1
Eric Zuesse.,2016-10-31T05:40:12.397+02:00,reasons this bernie voter will vote trump,josh earnest would make joseph goebbels proud,english,westernjournalism.com,http://static.westernjournalism.com/wp-content/uploads/2016/10/police.jpg,bias,Real,millions face obamacare hikes plans architect smiles camera,say server obama didnt know exactly serial number associated piece hardware say factual obama denied knowledge server knowledge color ribbon cable hard drive know much memory associated knew something tax payers didnt cover cost machine glad,1
marlene,2016-10-31T13:50:33.430+02:00,comment on will michelle obama be the replacement nominee if the fbi email investigation ends hillary clintons campaign by marlene," arrested at protest of the dakota access pipeline  shares by ike mclean  october    society  
by late thursday and early friday morning police dressed in riot gear with armored vehicles were forced to intervene with activists protesting the dakota access pipeline pipeline would run within a halfmile of the standing rock sioux reservation 
by midnight authorities arrested  protesters during a standoff that lasted more than sixhours on property that sits in the pipelines path 
protesters blockaded roads and bridges by setting fire to bales of hay and construction equipment police also said some protesters threw rocks and fire bombs and one women even fired three shots from at police but nobody was hit 
more than  police officers were called in to stop the protests and were forced to use pepper spray and bean bag guns humvees two helicopters and an airplane were also called in to assist law enforcement 
authorities said the protesters left the officers with no choice but to intervene 
were trying to avoid confrontation but they drew the line in the sand today cass county sheriff paul d laney told reporters thursday 
the protesters were a group of native americans and environmental activists who have camped on the property since sunday oppose the  billion pipeline because they say it could adversely impact drinking water and would disturb sacred burial sites 
pictures from the protest can be seen below 
sign up to get alerts about dennis michael lynchs upcoming donald trump film and breaking news subscribe",english,defenddemocracy.press,http://www.defenddemocracy.press/wp-content/uploads/2016/10/What-is-going-on-with-WikiLeaks.jpg,bs,Fake,nanny jail force feeding baby death,early voters change votes shares dml daily october politics written dennis michael lynch earlier week wrote oped like early voting read oped clicking oped offers explanations states offer early voting express reasons negatively effect election opinions given one stands today one anything happen presidential election voting early early voters cut short event something negative happens candidate voted ten days left nov revealed yesterday hillary clinton fbi investigation private email server thus question becomes citizens voted early change votes video provides answer sign get alerts dennis michael lynchs upcoming donald trump film breaking news subscribe,1
Staff,2016-11-08T05:41:11.897+02:00,david duke slams the nfl and black lives matter in monday night football game senate campaign ads nfl bosses cringe,"trump wins presidency duke falls short in absolutely heroic effort november   at  am 
trump wins presidency duke falls short in absolutely heroic effort 
cnn has reported that hillary will call donald trump to concede cnn and some other networks still have not called all the states but it is clear that pennsylvania will go for trump and put him over the top life is good",english,davidduke.com,https://s0.wp.com/i/blank.jpg,hate,Real,david duke slams nfl black lives matter monday night football game senate campaign ads nfl bosses cringe,trump wins presidency duke falls short absolutely heroic effort november trump wins presidency duke falls short absolutely heroic effort cnn reported hillary call donald trump concede cnn networks still called states clear pennsylvania go trump put top life good,1
