author,published,title,text,language,site_url,main_img_url,type,label,title_without_stopwords,text_without_stopwords,hasImage
Dr. Patrick Slattery,2016-11-21T16:34:00.000+02:00,if they dont want to break up families why do the encourage unaccompanied minors,"share 
national bugle radio the first step towards overthrowing jewish power 
farren shoaf host of the alternative media on rbn interviews dr slattery about the implications of the election of donald trump for the media jewish power and the jewish agenda of replacing the white majority in the united states",english,davidduke.com,http://davidduke.com/wp-content/uploads/2013/07/yagoda560.jpg,hate,Real,httpsyoutubebfpfcy_bsm,httpmediaarchivesgsradionetddukemp dr duke pastor dankof trumps america first foreign policy today dr duke pastor mark dankof guest hour talked donald trumps appointments new cabinet gave low marks representative mike pompeo new cia director past policy positions although noted loyalty trump potential silver lining also panned nikki hailey un ambassador however allow trump supporter henry mcmaster succeed south carolina governor hopeful prospect congresswoman tulsi gabbard hawaii potential secretary state supported trumps desire reconcile russia vocal opponent congress obama administrations efforts overthrow syrian president assad appointment would go long way towards wresting control american foreign policy jewish neocons putting americas interests first another great show wont want miss please share widely show aired live replayed et pm eastern eastern,1
Fed Up,2016-11-22T21:26:00.000+02:00,oops crybaby hamilton stars who lectured pence havent voted in years video  percentfedupcom,go to article the left is shameful in their latest effort to create a false narrative that donald trump is supportive of racist groups a fullcourtpress has been going on all day after a neonazialtright group held a celebration of trumps victory the left grabbed onto the news and attached it to donald trump and his supporters theres a big difference between a president like obama who actually marched with the racist new black panthers and sat in a racist church for years and trump who does not support racist groups and has said so he cant help who supports him these people are sickening,english,100percentfedup.com,http://100percentfedup.com/wp-content/uploads/2016/11/HAMILTON.jpg,bias,Real,oops crybaby hamilton stars lectured pence havent voted years video percentfedupcom,go article left shameful latest effort create false narrative donald trump supportive racist groups fullcourtpress going day neonazialtright group held celebration trumps victory left grabbed onto news attached donald trump supporters theres big difference president like obama actually marched racist new black panthers sat racist church years trump support racist groups said cant help supports people sickening,1
No Author,2016-11-23T01:52:55.837+02:00,apple adds altright key to its computer keyboards,"adobochron  comment 
manila philippines  the adobo chronicles manila bureau  advertising company mccann worldgroup philippines will be in charge of crafting the new tourism campaign of the country the department of tourism dot said over the weekend 
tourism undersecretary for advocacy and public affairs katherine de castro said the pmillion contract with mccann which won the bid to be the advertising and promotions partner of the dot for one year includes the production and positioning of marketing materials as well as the formulation of a new tourism slogan 
the adobo chronicles spoke with a mccann spokesperson who informed us that the slogan selected for the  tourism year is a takeoff from the previous its more fun in the philippines 
the new slogan is more fun in pi 
pi of course stands for philippine islands although the country is now known by the acronym of ph 
but it also stands for ptang ina son of a whore the cuss words often heard from president rodrigo roa duterte in his speeches and interviews 
president dutertes rhetoric and cussing have put the philippines on the world map and we would like to capitalize on that the mccann spokesperson said 
he added why reinvent the wheel when we can just tweak it to reflect the current situation in the philippines",english,adobochronicles.com,https://adobochroniclesdotcom.files.wordpress.com/2016/11/img_7188.jpg,fake,Fake,apple adds altright key computer keyboards,adobochron comment manila philippines adobo chronicles manila bureau advertising company mccann worldgroup philippines charge crafting new tourism campaign country department tourism dot said weekend tourism undersecretary advocacy public affairs katherine de castro said pmillion contract mccann bid advertising promotions partner dot one year includes production positioning marketing materials well formulation new tourism slogan adobo chronicles spoke mccann spokesperson informed us slogan selected tourism year takeoff previous fun philippines new slogan fun pi pi course stands philippine islands although country known acronym ph also stands ptang ina son whore cuss words often heard president rodrigo roa duterte speeches interviews president dutertes rhetoric cussing put philippines world map would like capitalize mccann spokesperson said added reinvent wheel tweak reflect current situation philippines,1
admin,2016-10-27T18:48:17.545+03:00,wikileaks email clinton operative thinks black voters are stupid,"a tenperson federal jury has found that rolling stone journalist sabrina rubin erdely defamed university of virginia dean nicole eramo with actual malice over a fraudulent college rape story rolling stone and its parent company wenner media were also found to have defamed eramo who is seeking  million in damages but to a lesser extent than the writer herself rubin erdelys piece conveyed that eramo was indifferent and even callous towards the accuser jackie coakley  in addition to discouraging her from reporting the crime and so continues coverage of the rape hoax of the decade
the controversy which began with the publication of rubin erdelys story in  centered on a now debunked fraternity gang rape alleged by fabulist coakley  well before this weeks court decision rubin erdely admitted to not bothering to contact the male uva students accused of the act these young men via their phi kappa psi fraternity are suing separately for  million  a surprisingly low figure which makes eramos claim look comparatively astronomical
sabrina rubin erdely far left arrives for court pictured on the right is the deputy managing editor of rolling stone sean woods instrumental in the bogus storys publication and who defended it later
because of coakleys limited financial position and the respect even outed sexual assault frauds are given eramo is legally pursuing only rubin erdely rolling stone  and wenner media for the  million nevertheless eramos attempts to portray herself as a victim are troubling she was after all uvas goto college administrator for handling sexual violence cases a euphemism for the organizer of what are basically kangaroo courts
aside from eramo uva president teresa sullivans actions were appalling giving basic credence to jackies allegations sullivan suspended all greek life activities at the university of virginia as publicity about the accusations grew this only increased the suffering of the falsely maligned fraternity members plus gave ammunition to the rape culture activists who ridiculously represent every young male on campus as a potential sexual abuser of women
the true victims are the falsely accused young men not nicole eramo nicole eramo is a victim of the same system she helps to prop up and defend rape culture
nicole eramo may have been defamed but she was also intricately involved in a uva system that does not afford young men even the most basic procedural rights whilst we should be happy that she did not rush into supporting jackie coakleys lies to the extent of trying to eschew police involvement we are still not dealing with either an admirable or upstanding individual
after extensive research i am yet to find instances of eramo challenging the shameful treatment of college students accused of sexual assault whether in specific instances or more broadly she is neither a defender of these young men nor some kind of principled whistleblower the only positive thing that can be generally said of her is that she is somewhat less prone to typical kneejerk sjw reactions ie she did try to get jackie to talk to the police
again jackie coakley has escaped any punishment stupid does not even begin to describe the man who decided to marry rape hoaxer jackie coakley thanks to chuck johnson and wwwgotnewscom for their work in outing coakley as a fabulist and sociopath
jackie coakley is the sociopathic architect of this whole mess notwithstanding that rubin erdely and others would have gleefully found another poster girl from somewhere else in america the degree of malice and calculation in coakleys actions is the worst i have seen even the very terrible crystal mangum  the black stripper who is now serving a long sentence for homicide not false rape allegations made her bogus accusations of racism and being gang raped much more opportunistically after duke lacrosse players declined her services as a stripper coakleys misdeeds however inhabit a world of their own
because women like jackie coakley obsessed as they are with fantasy worlds and selfvictimization have next to no money to go after in defamation suits they need to be charged and prosecuted for crimes such as public mischief it obviously would be better if they were charged with making a false rape claim yet coakley had enough selfpreserving foresight to avoid talking to the police consequently the system usually gives next to no remedies for discouraging outright lies about rape to boot the washington post may have savaged rubin erdely and rolling stone  but it still refuses to publish jackie coakleys full name despite all the evidence completely disproving the rape accusations
if nicole eramo gets  million the accused male uva students deserve  billion attentionseeker emily renda she used jackie coakleys lies to promote an agenda not seek redress for a victim
determination of damages in the nicole eramo case is yet to take place and the  million claim may just have been posturing by her legal team a high watermark figure designed to secure a smaller but nonetheless very tidy sum at a minimum the accused uva students deserve  times more than whatever eramo gets of course wenner medias coffers are nowhere near that big but the principle remains compared to the mauled reputations of the witchhunted fraternity members eramo suffered a slight pinprick from a broken system she has otherwise staked her career on supporting and expanding
other villains in this saga also need to be held to account chief among them is emily renda  a sociology major at uva who is now completing a law degree at uc berkeley a rape culture extremist she acted as the conduit between coakley and rubin erdely as chuck johnson and got news have already demonstrated rendas own rape survivor story has changed  biased journalists such as anna merlan  formerly of jezebel  additionally promoted the uva hoax and were greatly upset when the gang rape was found not to have taken place so many supporting actors created this mess
lets hope that the heavy legal blows against rubin erdely rolling stone  and obliquely jackie coakleys lies continue with the uva fraternity defamation suit only significant financial and legal hardship not the pangs of conscience will stop sjws and their enablers from attempting to ruin the lives of innocent men
read more why hasnt jackie coakley been punished for starting the biggest rape hoax of the decade",english,prisonplanet.com,http://static.infowars.com/images/INFOWARS_stacked.jpg,conspiracy,Fake,fox news poll clinton leads trump three points,brilliant takedown feminism old man brilliant takedown feminism old man december comments culture many probably familiar fred everything member old guard comes fight feminism hooking article gives birdseye view feminism corrupted women way senior citizen seen elucidate dont get gals bitching world wanted clawed scratched burned bras court cases threw fits get exactly hated men said men werent letting copulate frantically like men always wanted men likely mothers didnt let make unattractive dressing like hodcarriers swearing like sailors finally men gave women hate whatever happened gratitude sally sue might teeth like pearls brains perky tits wacky sense humor actually quite prize sex trumps art sally didnt say yes knew greta would women commoditized marvelous thing testosterone wads think college boys want sex uhwhat else got marriage would sex better would food taste better dont get marriage doesnt make sense want eat restaurant life women werent happen arent happy trying please sacrifice want giving guarantee theyll content yet still beta males white knights fighting among appease unappeasable collectively realize folly maybe relevant question want wake im looting best buy hurricane dont want compete looters possible quality goods id able steal would much less due competition,1
Henry Wolff,2016-10-29T04:39:09.817+03:00,un migrant deaths in mediterranean hit record in,"more migrants pitch tents on paris streets as calais camp shuts ingrid melander reuters october   
the number of migrants sleeping rough on the streets of paris has risen by at least a third since the start of the week when the jungle shanty town in calais was evacuated officials said on friday 
along the bustling boulevards and a canal in a northeastern corner of paris hundreds of tents have been pitched by migrantsmostly africans who say they are from sudanwith cardboard on the ground to try and insulate them from the autumn chill 
while the presence of migrants there is not new it has grown substantially this week colombe brossel paris deputy mayor in charge of security issues told reuters 
we have seen a big increase since the start of the week last night our teams counted  to  new tents there in two days brossel said adding there was now a total of  to  
this means there are some  sleeping in the area up from around  a few days before she said 
snip 
after years as serving as an illegal base camp for migrants trying to get to britain the jungle at calais was finally bulldozed this week and the more than  residents of the ramshackle camp near the english channel were relocated to shelters around france 
snip 
ama a yearold sudanese who is six months pregnant said she had come to paris from calais but that was months ago 
i was in calais before but i did not find the route to britain she said i couldnt stay over there being pregnant it was too hard 
deputy mayor brossel said it was up to the central government and not city authorities to act 
these people must be sheltered she said 
snip",english,amren.com,http://www.amren.com/wp-content/uploads/2014/03/AmRen.jpg,bs,Fake,un migrant deaths mediterranean hit record,migrants pitch tents paris streets calais camp shuts ingrid melander reuters october number migrants sleeping rough streets paris risen least third since start week jungle shanty town calais evacuated officials said friday along bustling boulevards canal northeastern corner paris hundreds tents pitched migrantsmostly africans say sudanwith cardboard ground try insulate autumn chill presence migrants new grown substantially week colombe brossel paris deputy mayor charge security issues told reuters seen big increase since start week last night teams counted new tents two days brossel said adding total means sleeping area around days said snip years serving illegal base camp migrants trying get britain jungle calais finally bulldozed week residents ramshackle camp near english channel relocated shelters around france snip ama yearold sudanese six months pregnant said come paris calais months ago calais find route britain said couldnt stay pregnant hard deputy mayor brossel said central government city authorities act people must sheltered said snip,1
admin,2016-10-26T19:21:00.000+03:00,anger in nato eu as syriabound russian carrier group mulls stopover at spanish port,"us
wholesale inventories growth weakest since  even as auto stocks soar httpwwwzerohedgecomnewswholesaleinventoriesgrowthweakestevenautostockssoar
rents are too damn high nyc retail vacancies soar as commercial rents start to rollover httpwwwzerohedgecomnewsretailrenttoodamnhighnycretailvacanciessoarrentsclimb
empty space haunts fifth avenue as retailers balk at rent hikes httpwwwbloombergcomnewsarticlesemptyspacehauntsfifthavenueasretailersbalkatrenthikes
america is building more threecar garages than onebedroom apartments httpwwwbloombergcomnewsarticlesyoullneverbehomelessinamericaifyoureacar
college is still getting more expensive  tuition and fees at private and public schools alike keep rising faster than inflation httpwwwbloombergcomnewsarticlescollegeisstillgettingmoreexpensivewhatcanstopit
gundlach says look out for exploding deficits in  httpwwwbloombergcomnewsarticlesgundlachsayslookoutforexplodingdeficitsin
southwest tumbles on bleak outlook httpwwwbloombergcomnewsarticlessouthwestairlinesprofitexceedsestimatesonhigherdemand
mcdonalds turnaround fails to get more customers in door httpwwwbloombergcomnewsarticlesmcdonaldsturnaroundfailstogetmorecustomersinthedoor
the secs beef with shadow banks could be bad for some businesses httpwwwbloombergcomnewsarticlesshadowbanksonwallstreetturfconfrontseconlendingrules
markets
stock funds suffer biggest outflow since  hedge funds most since  httpwwwzerohedgecomnewsstockfundssufferbiggestoutflowhedgefundsmost
stocks pumpndump as crude crumbles to week lows httpwwwzerohedgecomnewsstockspumpndumpcrudecrumblesweeklows
stocks stall as oil retraces inventory spike tumbles to  handle httpwwwzerohedgecomnewsstocksstalloilretracesinventoryspiketumbleshandle
global stocks us futures drop on apple disappointment sliding crude httpwwwzerohedgecomnewsglobalstocksusfuturesdropappledisappointmentslidingcrude
wall street reacts to apples disappointing earnings httpwwwzerohedgecomnewswallstreetreactsapplesdisappointingearnings
investors panic buy stocks into the green on oil spike to  httpwwwzerohedgecomnewsinvestorspanicbuystocksgreenoilspike
we are late in the game david rosenberg on the markets flashing red signs httpwwwzerohedgecomnewswearelategamedavidrosenbergmarketsflashingredsigns
the boredom before the storm httpwwwzerohedgecomnewsboredomstorm
earnings magic exposed httpwwwzerohedgecomnewsearningsmagicexposed
bonds
lack of demand greets sale of  year treasuries in another tailing auction httpwwwzerohedgecomnewslackdemandgreetssaleyeartreasuriesanothertailingauction
euro zone
reuters trial balloon ecb almost certain to keep buying bonds beyond march httpwwwzerohedgecomnewsreuterstrialballoonecbalmostcertainkeepbuyingbondsbeyondmarch
uk
goldman sachs still thinks sterling is  too expensive httpwwwbloombergcomnewsarticlesgoldmansachsstillthinkssterlingispercenttooexpensive
london house prices forecast to plunge as brexit chokes market httpwwwbloombergcomnewsarticleslondonhousepricesforecasttoplungeasbrexitchokesmarket
marks  spencer said to retreat from paris amid ceos cost drive httpwwwbloombergcomnewsarticlesmarksspencersaidtoretreatfromparisamidceoscostdrive
two exboe deputy governors said to be questioned in sfo probe httpwwwbloombergcomnewsarticlestwoexboedeputygovernorssaidtobequestionedinsfoprobe
egypt
hyperinflation looms as black market egyptian pound crashes to record low httpwwwzerohedgecomnewshyperinflationloomsblackmarketegyptianpoundcrashesrecordlow
india
ousted tata boss warns group faces  billion in writedowns httpwwwbloombergcomnewsarticlestatasoustedchiefwarnsgroupfacesbillioninwritedownsiuqqqev
china
chinese bank liabilities rise above  trillion yuan for the first time httpwwwzerohedgecomnewschinesebankliabilitiesriseabovetrillionyuanfirsttime
japan
japan opens up to foreign workers just dont call it immigration httpwwwbloombergcomnewsarticlesawaryjapanquietlyopensitsbackdoorforforeignworkers
bojs jgb purchase target is seen fading away before too long httpwwwbloombergcomnewsarticlesbojsjgbpurchasetargetisseenfadingawaybeforetoolongiuqnlji",english,prisonplanet.com,http://static.infowars.com/images/INFOWARS_stacked.jpg,conspiracy,Fake,hollande set lose french presidency complaining many immigrants,aig quadruples limits terrorism insurance billion october sonali basak bloomberg httpwwwbloombergcomnewsarticlesaigquadrupleslimitsforterrorismtobillionasfearclimbs aig seeks respond terrorist attacks worldwide insurer hired engineers manage risk,1
admin,2016-10-27T16:41:44.825+03:00,meet peter kadzik  another clinton stooge at the justice department,"last week i expounded the idea that we should take the time to ponder about emotions  these matter much in prompting us to take action or not to to think about something or not to sustained emotional states can lead us to pedestalize girls ignore our own needs or refraining from caring about our own interests whereas others push theirs every day they can also allow said girls to go shamelessly after shortterm pleasure or be complacent to rapefugees while shrieking and fingerwaving against men of their own kin
pondering passions and emotions does not mean getting led by them at the expense of critical thinking rather it is the exact opposite as it allows us to spot the shrewd ones who want to push our emotional buttons as well as being freer to take more thoughtful and actually less emotiondetermined actions once we have gained awareness of passions we can decide which ones we want to stimulate and why
following this idea i made some suggestions of how and in whom we could stir positive emotions such empathy hope and love today i will do the same with four other passions or emotions admiration shame humility and fear
 admiration 
society i think should admit some victimhood to those who were raised as weaklings or acted cluelessly out of good intentions women in particular should be more empathetic and nurturing towards nice and beta malesas long as their empathy does not extent out of admitted boundarieshence taking an opposite direction from the egotistical uncaring orientation a lot of them currently harbor of course this should not equate to validating too much the unhealthy unmanly men women should also be trained into validating more manlier men and here admiration comes into play
as nassim taleb put it we are living more and more in an extremistan where those at the highest level take the lions share while the resources diminish quickly down the ladder girls today tend to admire only the most famous or highstatus people which leads them to despise the ninetynine per cent this exasperated hypergamy should be tamed so that the average man as long as he achieves the minimum andor is upstanding and dutiful gets his fair share a more democratic but still conditional distribution of girls admiration would reward actual good behaviour for men and decrease the intramasculine competition 
girls should also admireand not mockproper feminine role models upstanding mothers females taking proper care of themselves and so on ought to be at least esteemed by the average girl
 shame 
shame arises from measuring our actions against moral standards and discovering that they fall short if our actions fall short and we fail to notice we can be shamed or made to notice shame is normally accentuated if its object is exposed but unlike embarrassment also attaches to a thought or action that remains undisclosed and undiscoverable to others neel burton heaven and hell  chap p
a particularly strong emotion shame usually comes as a blow makes one lose face or composure to eventually feel guilt or remorse just like other strong emotions it has been used with consumed malignancy by the left
leftists created a narrative where whites are held entirely responsible for dreadful historical phenomena such as slavery the holocaust an oppression of minority groups or racism as these phenomena are constantly talked about and expanded whites are also supposed to feel a correspondingly boundless guilt the sheer power of guilt can explain why so many whites have been afraid to stand up being shamed as a racist or nazi can be enough to endure rejection from ones family lose reputation and employment
shame can be aroused through two levers the standards one agrees with and ones purported responsibility both levers have been skillfully used to un shame the liberalfavored groups as for the standards feminists attacked what they called slutshaming while also shaming relentlessly manly behavior and as for the responsibility pretty much all those who claim to identify with a minority tend to deny all by slipping it over the majoritys shoulders
this is how you get persistent offenders or jihadi families expressing neither shame nor remorse whereas the productive working and normally sociable person gets nagged for being white in the current year better be a true rapist who can evade responsibility and shame by invading europe than a young virgin of european descent
what we should do here sounds pretty obvious in theory though it will be much harder to carry on in practice as people evidently hate being shamed especially when they have been accustomed of blaming everything on the others
shame the fatties  shame the arrogant snowflakes whose unwillingness to respect is all too obvious recall the selfdetermination of antiwhite liberals and criminals they all made free choices they should carry all associated responsibility
as for us we must keep our face straight never make clueless concessions to skillful framers or hysterical sjws if they appeal to moral standards put forth your own as legitimate if they appeal to your purported actions or responsibility emphasize theirsand how it cannot be boiled down to external factors
even dogs and cats are considered responsible by their caretakers so they can be punished for bad behaviours and learn likewise granting certain people or groups a constant deresponsabilization amounts to give them a free pass for destroying everything criminals of said groups have agency and the liberals who gave them a pass to plunder and kill whitey are responsible as well
shame can also arise from being associated with something or someone deemed as despicable the liberal policy of distinguishing sharply between terrorists and documented aliens in spite of how much the latter to house the former allows for the latter going without shame even when they are closely associated with terroristswhereas every white is threatened with shame if he has a ist or phobic acquaintance
turn the table shake off the burden from the disenfranchised majority and put it back on those who have been acting with impunity for too long
 humility 
current year girls overinflated ego is enough notwithstanding economic or racial factors to explain a host of social problems blinded by it girls ignore how much they are determined by their own cravings shortterm desires or by the latest fashions around they drink loads of booze fuck with random strangers reframe their story as a rape later so they can blame it all on the guy  they never learn to cook clean take care of something else than their instagram account and corporate career speaking of corporate isnt it striking that so many men are badly in need of employment sex and have almost nothing whereas spoiled corporate drones believe they can havetakeit all
ego makes one lose any sense of proportion or balance it leads to complacency merciless exploitation of others refusal to take responsibility and open despise
augustine of hippo wrote that humility was at the foundation of all other virtues this makes sense if ones ego is inflated one does not feel the need to practice virtues and feels entitled to never be ashamed of her shortcomingsthat are easily denied or blamed on someone else ego also leads to wasting resources on luxury parce que je le vaux bien  as says a famous brand of cosmetics instead of focusing on selfimprovement or caretaking
though girls should be the first to have their ego smashed as the survival of basic family units depends on it bloated ego is a general disease in our age men too can be sold the idea that say being a smug urban elf is a proof that one sides with progress and civilization whereas they are actually weak dependent and unable to fix anything by themselves its not all about our individual selves
 fear 
readers asked for it so here it is fear is a very powerful emotion to the point of prompting one to freeze flee abandon a previously planned course of action or never even think to consider an idea or an action the left has been using it in two different albeit complementary ways
first it has constantly accused conservatives to play on fears implying irrational or unjustified fears when they dared to ask serious questions or making realistic assessment when the  immigration act was voted democrat senators pretended that opening up the borders would not change the ethnic mix of america and that any suspicion it might happen was highly emotional in france the socialists and mainstream righters alike have been carrying the same accusations here the left accused any doubt to be a hint of unjustified and intolerable fear
well what happened since doesnt it look like every fear from the right was justifiedespecially since the postww right has always been incredibly wary not to say coward when it came to criticize the lefts moral high ground
second the left has also been keen on doing exactly what it accused the conservatives to do namely stirring fear about political bogeymen liberals invented rape culture or patriarchal oppression when men actually became weaker they associated to nazism any white person who assumes his race should basically survive they shamelessly bludgeoned whom they could call white supremacists as if defending ones right to live in peace against hordes of thugs and violent parasites was equal to being hitler himself
whites were led to fear their own supposed authoritarian tendencies as the shrewd jews who intrigued through the frankfurt school put it see kevin macdonald culture of critique  chap whites were led to fear some of their fearsbetter have ones daughter killed by muslims than expressing concerns about them to other whites because racism is so evil boo
when i was younger i noticed the local thugs had a huge advantage over us normal people they were much more fearless they had this devilmaycare provocative attitude which made them potentially dangerous to the bourgeois prude beta male and attractive to females not incidentally the first movie of the french essayist alain soral confessions dun dragueur confessions of a womanizer shows a young arab with decent pickup experience taking a young middleclass white boy under his wing as to help him escape from virginity
feeling fear is a necessary step in life fear appears greatly useful when there is something to flee from or watch as a potential hazard but being too fearful or afraid of the wrong things can be a serious liability never trust a liberal who either points finger at you for being fearful or tries to paint you as dangerous and justifying his own fearmongering
on the flip side being feared by others is not always a negative some people need to be afraid to respect you if you try to treat them correctly or let free rein to your innate generosity they will harm and exploit you such people just as everyone around who may be tempted to disrespect should be kept in check by a minimal fear better be feared and respected than getting tread upon
conclusion frame and un frame whatever matters when you have to as you have to the left cursed us by locking us into an always negative framing when we fail whatever the reason we are despised as weak or losers and when we succeed they say we are privileged and oppressive in both cases the chosen framing leads to negative emotions associated to us no matter what we actually do 
fortunately it is always possible to turn the tables provided we keep a tight frame and change these emotions as well for example when we are weak we should elicit empathy be noticed for our good intentions or noble infirmities and when we are strong we should elicit admiration and trust
think frame feel positive about us and about what we do get rid of those who wont
read next  emotions men should master",english,prisonplanet.com,http://static.infowars.com/images/INFOWARS_stacked.jpg,conspiracy,Fake,wikileaks memo bill clinton raked tens millions dollars series deals hillary secretary state,home month popular reasons diet sucks reasons diet sucks march comments body idea much eating ever wonder cant gain muscle lose body fat well first place look answer diet eating requisite amount calories goals want gain muscle eat calories burn whereas want lose body fat eat fewer calories burn way around simple fact even though nothing grade school physics problem im still baffled number guys whining hardgainers endomorphs invest food scale track intake really hard constantly looking next best supplement take game equivalent asking one magic pick line allow swoop top shelf girls left right hard truth vast majority supplements complete waste money guys flock supplements easy fix instead putting time hard work needed obtain results desire look shortcuts order get ahead unfortunately shortcuts dont exist time worrying supplements nutritional building blocks place think dont time eat healthy lot guys complain busy eat nutritious meals made mostly whole foods guys also complain enough time hit gym work lunch break problem one time rather priorities guys would rather sleepin get early make good lunch take work bottom line value health find time make nutritious meals ditch excuses think one best diet everyone ive game long enough know one particular diet best everyone remember years ago people losing minds atkins diet years later people moved paleo diet intermittent fasting rage new diets always horizon pretty much guarantees arguments internet diet best never end know best diet know good diets several things common based around whole foods acknowledging importance portion control protein fiber important nutrients aside basics whether eat low carb high carb three meals day six meal entirely lifestyle make sure get basics first get handle four areas nutrition ahead vast majority individuals,1
admin,2016-10-27T13:58:56.218+03:00,communists terrorize small business,"david brock accused of elitist racism 
paul joseph   a new email released as part of the wikileaks podesta dump features clinton ally brent budowsky accusing hillary operative david brock of having a plan that relied upon black voters being stupid the email  sent to clinton campaign chairman john podesta and another clinton ally ceo roy spence centers around a discussion of a bernie sanders campaign ad which featured many black faces back in january clinton operative david brock caused consternation within the campaign when he publicly claimed that bernie sanders didnt care about black people budowsky is not impressed with brocks outburst writing in the email brock makes the cardinal mistake of those who bring politics into disrepute with voters he tells a lie that people will know is a lie and insults the intelligence of black voters with a kind of elitist racism that bill and hillary clinton should not be seen with i guess brocks plan is that black voters are stupid and will not watch the ad and believe his lie writes budowsky i cannot think of anything more desperate more stupid and more selfdestructive than david brock lying about the bernie ad and playing a seamy brand of the politics of race using the tactic of deceit on her behalf adds the the hill and huffington post columnist before offering to write a campaign ad for hillary to counter the bernie sanders ad the email once again underscores the clinton camps paranoia about not being able to authentically connect with africanamerican voters in a way that bernie sanders could some black voters have been reluctant to support clinton as a result of her support for a  crime bill that resulted in the mass incarceration of young black americans whom hilary referred to at the time as super predators 
subscribe on youtube",english,prisonplanet.com,http://static.infowars.com/images/INFOWARS_stacked.jpg,conspiracy,Fake,texas official sees record breaking turnout trump,foxnewscom october less two weeks go race white house narrowed hillary clinton threepoint advantage donald trump thats within margin error national fox news poll likely voters clinton ahead trump percent another oneinten back thirdparty candidate four percent undecided last week six points percent seven percent poll released wednesday finds clinton leads percent headtohead matchup point advantage edge error margin week ago percent article posted thursday october share article,1
Dr. Patrick Slattery,2016-10-28T19:58:12.527+03:00,dr david duke with mark collett of the uk collett explains why duke  trump victories would change politics forever,"dr david duke and adrian salbuch  the international impact of a us president trump and us senator duke november   at  pm 
dr david duke and adrian salbuch  the international impact of a us president trump and us senator duke 
today dr duke had renown argentine journalist adrian salbuchi as his guest for the hour 
our show is aired live at  am replayed at et pm eastern and am eastern 
click on image to donate 
and please spread this message to others",english,davidduke.com,https://s0.wp.com/i/blank.jpg,hate,Real,dr david duke mark collett uk collett explains duke trump victories would change politics forever,dr david duke adrian salbuch international impact us president trump us senator duke november pm dr david duke adrian salbuch international impact us president trump us senator duke today dr duke renown argentine journalist adrian salbuchi guest hour show aired live replayed et pm eastern eastern click image donate please spread message others,1
Dr. Patrick Slattery,2016-11-10T20:09:17.905+02:00,dr macdonald  dr duke expose the vicious war on trump by the jewish establishment," views share 
dr duke and dr slattery discuss the color revolution against trump  the jewish war against him and america 
today dr duke had dr patrick slattery as his guest for the hour they discussed the soros  companyfueled demonstrations that are going on in cities across the united states that bear a resemblance to the color revolutions that were used by soros in several countries around the world to overturn the results of elections or overthrow governments that were not kosher enough 
they talked about the medias continuing attack on trump he granted an interview to  minutes leslie stahl who constantly interrupted him preventing him from answering the questions she posed to him trump importantly insisted that he will continue to bypass the media and communicate directly with his supporters via social media he also seemed to prioritize tightening the immigration law over immediately deporting all illegal aliens which doctors duke and slattery agreed was the proper strategy 
please share this show with your friends and relatives 
our show is aired live at  am replayed at et pm eastern and am eastern",english,davidduke.com,https://s0.wp.com/i/blank.jpg,hate,Real,dr macdonald dr duke expose vicious war trump jewish establishment,views share dr duke dr slattery discuss color revolution trump jewish war america today dr duke dr patrick slattery guest hour discussed soros companyfueled demonstrations going cities across united states bear resemblance color revolutions used soros several countries around world overturn results elections overthrow governments kosher enough talked medias continuing attack trump granted interview minutes leslie stahl constantly interrupted preventing answering questions posed trump importantly insisted continue bypass media communicate directly supporters via social media also seemed prioritize tightening immigration law immediately deporting illegal aliens doctors duke slattery agreed proper strategy please share show friends relatives show aired live replayed et pm eastern eastern,1
